TOKEN_NO	TOKENS
854	ಕೇಳಿಕೊಂಡ
855	ಬುಡೊ
856	ಮನಸಿನೋವಾಗಿರನಿಲ
857	ಮುಷ್ಠಿಕಟ್ಟಿ
858	ಮೇಲಕೆ
859	ಎತ್ತೇಬುಟೋ
860	ಬಲವಂತಕೆ
861	ಮಾತಾಡದೆ
862	ಅವರೊಂದಿಗೆ
863	ಎಳೆಯತೊಡಗಿದ
864	ಕ್ರಿಯಾಶಕುತಿಯ
865	ನಿರಾಶಕುತಿ
866	ಸೋತುಹೋಗಿತ್ತು
867	ನೇರವಾಗಿ
868	ಮೋಟಪ್ಪನೋರ
869	ಮನೆ
870	ಮುಂದಾರಕೆ
871	ತಂದು
872	ನಿಲಿಸಿದೊ
873	ಜಗಲಿ
874	ಮೂರುನಾಕು
875	ಕುಂತಿದ್ದರು
876	ಇಟುಕೊಂಡಿದ್ದ
877	ಲಾಟೀನು
878	ಬೆಳಕಲಿ
879	ದೂರಕೆ
880	ಕಾಣುತಿರನಿಲ
881	ತಳ್ಳಿಕೊಂಡು
882	ಗದ್ದಲಕೆ
883	ತಿರುಗಿ
884	ಪುರುಸಪ
885	ಕಳ್ಳುನೋ
886	ಏನೋ
887	ಹಿಡ್್ಕೊಂಡು
888	ಬತ್ತಾ
889	ಇರೋಹಂಗವೆ
890	ಯಾವವು
891	ಕಳ್ಳ
892	ಅಲ್ಲ
893	ಕನಣ್ಣ
894	ಇವುನು
895	ಏರಿಮ್ಯಾಲೆ
896	ಒಬ್್ನೇ
897	ಹೇಳಿದ್್ರೂ
898	ಕೇಳದೆ
899	ಕುಂತ್್ಬುಟ್ಟಿದ್ದ
900	ಬುಡದೇನೆ
901	ಕರ್್ಕೊಂಡು
902	ಬತ್ತಾಯಿವಿ
903	ಕಸ್ತೂರಿನಾ
904	ಬಲ್ಲಿರ್್ಲಾ
905	ಬಲ್ಲಿ
906	ಅಂದರು
907	ಎಲ್ಲರೂ
908	ವರಸೆ
909	ಬದಲಾಯಿಸಿಕೊಂಡರು
910	ಅವರು
911	ದಿಟವಾಗಿ
912	ವಿಷಯನೂ
913	ಮಾತಾಡಿದ್ದರು
914	ಜಗಲಿಕಿಳ್ಳಲಿ
915	ನಿಂತುಕೊಂಡ
916	ಕುರಿಬುಟ್್ಬುಟ್ಟು
917	ಬಂದೀವಿ
918	ಅವುನ್ನ
919	ಕೊಟ್ಟಿಗ್ಗೆ
920	ಕೂಡಿ
921	ಬತೀವಿ
922	ಹೋದೊ
923	ಲಚುಮೇಗೌಡ
924	ಏನ್್ಲಾ
925	ಏನೇನೋ
926	ಕೇಳ್್ಬುಟ್್ವಲ್ಲಾ
927	ಅಂಥ
928	ಹಂಗಾದ
929	ಅಂದ್್ರೆ
930	ನಂಬೋಕ್ಕೂ
931	ಆಗಾಕ್ಕಿಲ್ಲ
932	ಏನುತಾನೆ
933	ಹೇಳಿಯಾನು
934	ಮೋಟಪ್ಪನೋರು
935	ಅದೇನಾಯ್್ತು
936	ಅನ್ನೋದೆ
937	ಗೊತ್ತಾಗನಿಲ್್ವಲ್ಲೋ
938	ಬಡ್ಡೀಮಗುನ್ನ
939	ಅದುರುಸ್್ಟ್ಟವೇ
940	ಚಂದಾಗಿದ್ದಂಗಿಲ್ಲ
941	ಅಪ್ಪನ್ನ
942	ಕಳ್್ಕೊಂಡ
943	ಅದೋಗಲಿ
944	ಅಂದುರೆ
945	ಆಡುತಾ
946	ಇದ್ದಂಗೆ
947	ಹೆಂಡುರ್್ನೂ
948	ದ್ಯಾವುರು
949	ಯಾರ್್ದೋ
950	ಹುಳನೆ
951	ತನ್್ದು
952	ತಂದಿಟ್್ಕೊಂಡು
953	ಹೊಟ್ಟೇಲಿ
954	ಹುಟ್ಟಿದ್್ಕ್ಕಿಂತಲೂ
955	ಚೆಂದಾಗಿ
956	ಸಾಕ್್ದ
957	ಅದೂ
958	ಕಾಣ್್ದಂಗೆ
959	ಆಯ್್ತು
960	ಇದೆಲ್ಲ
961	ಕತ್ತು
962	ಬಗಿಸಿಕೊಂಡು
963	ನಿಂತಿದ್ದ
964	ನರುಸ
965	ಸಂಕ್ರಯ್ಯ
966	ಜಡೆಮುನಿಗುಡ್ಡದಂಡಿ
967	ರುಂಡ
968	ಹಳ್ಳದಾಟಿ
969	ಆಚೆ
970	ಹೋಗದಿದ್ದ
971	ಅವುರೌವ್ವನ
972	ಕ್ವಾಣೆ
973	ಅಲ್ಲೀಗಂಟ
974	ಬುಡುತಾನ
975	ಹಾರ್್ವ
976	ಕುಣಿಸೋದ್್ರಲಿ
977	ಕೈಯಿ
978	ಅಲುಗಾಡನಿಲ
979	ದೂರದಲಿ
980	ಕೂತಿದ್ದ
981	ಈರ
982	ಹಂಗಲ್್ವಂತೆ
983	ಕಂಡ್್ರಪ್ಪ
984	ಊರಿಗೊಂದು
985	ಒಕ್್ಲಿರೊ
986	ಕುಂಬಾರುನ್ನ
987	ಕಡೀಕೆ
988	ಸೆಳ್್ಕೊಂಡ್್ಬುಟ್್ರೆ
989	ಸೂತ್್ಕಸವುಳ್್ದಲಿ
990	ಮಡ್್ಕೆ
991	ತೆಗಿಯಾಕೆ
992	ಆಗ್್ದೆ
993	ಅವುರೆಲ್ಲ
994	ಹೊಡ್್ಬಾಳು
995	ಹತ್್ಲಿ
996	ಆಚಾರಿಯ
997	ಒಲಿಸ್್ಕೊಂಡಂಗೆ
998	ಇವುನ್ನೂ
999	ಒಲಿಸ್್ಕೊಂಡುಬುಡಾನೆ
1000	ತಿಮ್ಮಾಡಿಯ
1001	ಅವುಸಿಟ್ಟ಼ವರೆ
1002	ತನಿಗೆತಾನಾಗೇ
1003	ನಮ್ಮ
1004	ದಾರಿಗೆ
1005	ಬತ್ತಾನೆ
1006	ಸಾನುಬೋಗ್್ರು
1007	ದುರುಗಪ್ಪ
1008	ಸೇರ್್ಕೊಂಡು
1009	ಹೂಟ್್ವಂತೆ
1010	ಅಂತಾರೆ
1011	ಕ್ಷೀಣವಾಗಿ
1012	ಬಾಯಿ
1013	ಕಳಕೊಂಡಿದ್ದ
1014	ಲಾ
1015	ಬಡ್ಡೀಮಗನೆ
1016	ನೀನೂ
1017	ಅವುರೂ
1018	ಒಟ್್ಗೇ
1019	ಹೂಟ
1020	ಹಾಕಿದುರೂ
1021	ನಮ್್ಸ್ಯಾಟ
1022	ಕೀಳಕ್ಕಾಗಕ್ಕಿಲ್ಲ
1023	ಕಂತೆ
1024	ಕಡುಪಿನಿಂದ
1025	ಮೀಸೆ
1026	ಹುರಿ
1027	ಉಸಿರಾಟ
1028	ಬಿಗಿಗೊಳ್ಳುತಿದ
1029	ಅಯ್್
1030	ನಂಗೇನು
1031	ಗೊತ್ತು
1032	ಮ್ಯಾಗಲಮನೆ
1033	ಸದ್ರಪ್ಪನೋರು
1034	ಹಂಗಂತಿದ್್ರು
1035	ನಮ್್ಕಾಡ
1036	ಹೇಳ್್ತಿದ್ದ
1037	ಕಾಡನ
1038	ಹೊರೆಸಿದ
1039	ನರಮನುಷನಾಗಿ
1040	ನಿಂತಿರನಿಲ
1041	ಲಿ
1042	ಬುಡ್್ರೊ
1043	ಅದೇನು
1044	ಆಯ್್ತದೊ
1045	ಆಗಲಿ
1046	ಈಗ್ಯಾಕೆ
1047	ಹೆಂಗಸರು
1048	ಇರೋದ
1049	ನೆನೆಸಿಕೊಂಡು
1050	ಗೌಗ್ಗಲ್ಲಾದ
1051	ಇದೇನು
1052	ಮೋಟ಼ಪ್ಪ
1053	ಹಿಂಗಂತಿ
1054	ಕುಂತ್್
1055	ಕೊಂಡ್್ಬುಟ್್ರೆ
1056	ಬೇಕಾದಂಗೆ
1057	ನಡೀತದೆ
1058	ಅಂದ್್ಕೊಂಡ್್ಬುಟ್ಟಿದ್ದೀಯಾ
1059	ಬಡ್ಡಿಮಕ್್ಳು
1060	ಸೀಗಳ್ಳಿಗೆಲ್ಲ
1061	ಕಿತಾಪತಿ
1062	ಬರೋಹಂಗಾಗ್ಯವ್್ರೆ
1063	ಅಲೀಗಂಟಲೂ
1064	ಮೊಗಣ್ಣ
1065	ನಡುವೆ
1066	ಹಾಕಿ
1067	ಮಾತುಳ್ಳೋನು
1068	ಭರದಲ್ಲಿ
1069	ಗೆದ್ದ
1070	ಅನ್ನಂಗೆ
1071	ಹಿಂದಿನಿಂದ್್ಲೂ
1072	ಬಂದದ್ದ
1073	ಬುಡಾಕ್ಕೆ
1074	ಆಯ್್ತದೆ
1075	ಮಾತಾಡ್್ತಾ
1076	ಜನಕ್ಕೂ
1077	ತಿಳೀತದಪ್ಪ
1078	ಕಂಭ
1079	ತಿಳಿದ
1080	ನಾಯಿ
1081	ಕಾಲೆತ್ತಿ
1082	ಚುಯ್ಯನೆ
1083	ಹನಿಕಿಸಿತು
1084	ರೇಗಿ
1085	ಒಳ್ಳೇ
1086	ಮಠದ
1087	ಮುನಿಯಂಗೆ
1088	ಇದೀಯಲ್ಲ
1089	ಮುಚ್ಚೋ
1090	ಮೊಗ಼ಣ್ಣ
1091	ನಿನ್್ಸರವಾ
1092	ನಮ್್ಗೆ
1093	ಬರ್್ಬೇಕು
1094	ಕುಳವಾಡಿಯಂಗೆ
1095	ತಮಟೆ
1096	ಹಾಕೊಂಡು
1097	ಬಾರ್್ಸು
1098	ಕಡೀಕ್ಕೆ
1099	ಬತ್ತಾರೆ
1100	ಜನಯೆಲ್ಲ
1101	ಬಡ್ಡೀ
1102	ಮಕ್ಕಳು
1103	ಚಾಪೆ
1104	ಕೆಳಗೆ
1105	ನುಸ್್ದರೆ
1106	ರಂಗಲಿ
1107	ಕೆಳ್್ಗೆ
1108	ನುಸೀಬೇಕು
1109	ಗೊತ್ತಾ
1110	ಮಾಡ್್ನಿಲ
1111	ಸಾನುಭೋಗ
1112	ದುರುಗ
1113	ಹರ್್ಕೊಂಡು
1114	ತಿಂದ್್ಬುಡ್್ತಾರೆ
1115	ಗಂಟಲು
1116	ಎತ್ತರಿಸಿ
1117	ಕರಿತೊಡೆ
1118	ನೆಕ್ಕಿ
1119	ಮೂಸಿದ
1120	ಮಹಾಪಾಪ
1121	ಮಾಡಿದಂಗೆ
1122	ಕುಯ್್ಗರಿಯುತಾ
1123	ಓಡಿತು
1124	ಓಹೋ
1125	ನಿಂತ್್ಬುಟ್್ನಲ್್ರೋ
1126	ರಾಗ
1127	ಇತ಼್ತ
1128	ತಿರುಗಿಸಿದ
1129	ಅಯ್ಯೊ
1130	ಹಾಳ್್
1131	ಮರ್್ವೇ
1132	ನರಸ
1133	ಸೇರಿಕೊಂಡುಬುಟ್್ರೆ
1134	ಹಿಂಗೆಯಾ
1135	ಹೋಗುಲಿ
1136	ನೀನಾದ್್ರೂ
1137	ಹೇಳನೇಬಾರ್್ದಾ
1138	ಕತ್ತಲೆಯಲಿ
1139	ಕಸ್ತೂರಿಯನ್ನೇ
1140	ದೂರಿದರು
1141	ಮಾತಾಡನಿಲ
1142	ಕೈಕಾಲುಗಳಿಗೆ
1143	ಸೊಳ್ಳೆ
1144	ಮುತ್ತಿ
1145	ತಿನ್ನುತ್ತಿದ್ದೊ
1146	ನಂಗನ್ನಸ್್ತದೆ
1147	ಒಳ್್ಗೆ
1148	ತಪ್ಪುಸ್್ಕೊಂಡಿರಬೇಕು
1149	ಈಸ್ಯಾನ
1150	ದಿಕ್ಕಲ್ಲಿ
1151	ಕಲ್ನಾರು
1152	ಹಳ್ಳಕೆ
1153	ಹೊಸ್್ದಾಗಿ
1154	ಪೇಟೋರು
1155	ಬತ್ತಾಅವ್್ರಂತೆ
1156	ಅವುರ
1157	ಜೊತೆ
1158	ಹೊಂಟೋಗಿರಬೇಕು
1159	ಮೋಟರು
1160	ದೊಡ್ಡಾಲಮರದಗಂಟ್್ಲೂ
1161	ಬಂದಿತ್ತಂತೆ
1162	ಅದುಬುಟು
1163	ಹುಟ್ಟಿಸೊಹಂಗೆ
1164	ಪುರಾಣ
1165	ಕಿವಿವೊಡಿದ
1166	ಹೂಕನ್್ರಪ್ಪ
1167	ತುದಿಬಾರೆ
1168	ಮ್ಯಾಲೊಂದು
1169	ವಾನ
1170	ಧೂಳ್್ಕೊದುರ್್ಕೊಂಡು
1171	ಸದ್ದು
1172	ಮಾಡ್್ಕೊಂಡು
1173	ಹೋಯ್್ತ್ತಿದ್ದ
1174	ಸೌದೆ
1175	ತರಾನೆ
1176	ಹೋಗಿದ್ದಾಗ
1177	ನಾನೂ
1178	ಕಂಡೆ
1179	ನೆಟ
1180	ಈರನ್ನ
1181	ಬುತ್ತಿಕಟ್್ಕೊಂಡು
1182	ಒಂದೆಜ್ಜೆ
1183	ಬಾರೆ
1184	ಹಳ್ಳದಗಂಟ
1185	ಹೋಗಿದ್ದೇ
1186	ಬಂದ್್ಬುಡು
1187	ಉಸಿರೆಳೆದುಬುಟ
1188	ನಂಗೇನೋ
1189	ವೋಟು
1190	ಜಮ್್ರ
1191	ಅಯ್ಯನೋರೆ
1192	ನಂಗೆ
1193	ಹೋಗಾಕೆ
1194	ಆಗುಕ್ಕಿಲ್ಲ
1195	ಅವುಂಗೇನು
1196	ಹೊಸ್್ದಾ
1197	ಒಬ್ಬನೇ
1198	ಬೇಕಿದ್್ರೂ
1199	ಸುತ್್ಕೊಂಡ್್
1200	ಬಂದಾನು
1201	ಎಳೆದ
1202	ಯಾರು
1203	ಬರಲಿ
1204	ಬುಡಲಿ
1205	ತಾನಂತು
1206	ಹೋಗೋನು
1207	ನಿಚ್ಚಯ
1208	ಆಸೆ
1209	ಬಲಿಯತೊಡಗಿತು
1210	ಹೊಸ
1211	ದೇಹಕೆ
1212	ಹೊಕಿಕೊಂಡಿತು
1213	ಮೆಲ್ಲಗೆ
1214	ಹೂ
1215	ಬೇಕಾದ್್ರೆ
1216	ಬತೀನಿ
1217	ಹೋಗಿದ್್ಬಂದ್್ಬುಡಾನೆ
1218	ಮಾತಿಗೆ
1219	ಅಲುಗಾಡಿಸಿದ
1220	ಹೋಗಲೇಬೇಕು
1221	ಅನೋದು
1222	ಒಳಗಿಂದ
1223	ಒತ್ತರಿಸಿಕೊಂಡು
1224	ಬಂತು
1225	ಆಗ್್ಲಿ
1226	ಮುದ್ದಪ್ಪ
1227	ನಾನ್್
1228	ಅಂದೋನು
1229	ಕುಂತಿದೋರಿಗೆ
1230	ಹೊನ್್ರಪ್ಪ
1231	ಹೊಂಟ
1232	ಗೊಣ್ಣೆಮುದ್ದನಿಗೆ
1233	ತಿಮ್ಮಾಜಿಯ
1234	ಹುಡುಕೋದು
1235	ಬೇಕಾಗಿತ್ತು
1236	ಅವ್ವನಿಗೆ
1237	ಕಾಡಿಬೇಡಿಯಾದರೂ
1238	ಒಪ್ಪಿಸಿ
1239	ಹೋಗಬೇಕು
1240	ಲೆಕ್ಕಹಾಕಿದ
1241	ಇಬರೂ
1242	ಮಟಬುಟ್ಟ
1243	ಮೇಲೂ
1244	ಜೋಡಿ
1245	ಮುರಿದಿರನಿಲ
1246	ತಾವು
1247	ಆಡಿದ
1248	ಆಟ
1249	ತೋಡು
1250	ತೆಗೆಯುತಿದರು
1251	ಎರೆಮಣ್ಣಲಿ
1252	ಮನೆಕಟ್ಟಿ
1253	ವಾಸ
1254	ಮಾಡುತಿದರು
1255	ದೇವುರು
1256	ಮೆರೆಸುತಿದರು
1257	ಹಳ್ಳಗಳಲಿ
1258	ಅಡಗಿ
1259	ತೊಗುಮ್ಮನ
1260	ಆಡುತಿದರು
1261	ಒದ್ದು
1262	ಒತ್ತು
1263	ಸೇರಿರುತಿದ
1264	ತೋಡನ
1265	ಬಿಲ
1266	ಅಗೆದು
1267	ಹಿಡಿದು
1268	ಸುಟ್ಟು
1269	ತಿನುತಿದರು
1270	ಹಳ್ಳದ
1271	ಅಂಚಿನಲೇ
1272	ಗುರುಮೆ
1273	ಹಾಕಿರೋ
1274	ಹುಡುಕುತಾ
1275	ಸಿಕ್ಕರೆ
1276	ಕಿತ್ತು
1277	ಕೈಹಾಕಿ
1278	ನಳ್ಳಿ
1279	ಹಿಡಿಯುತಿದರು
1280	ನಳ್ಳಿಯ
1281	ವಾಟೆ
1282	ಒಳಗಿನ
1283	ಕಸರಿ
1284	ಉಳಿದ
1285	ಬೆಂಕಿಯಲಿ
1286	ಬೇಯಿಸಿಕೊಂಡು
1287	ಸಮಸಮಪಾಲು
1288	ತೂತಿಗೆ
1289	ಹಾಕಿಲದಿದರೂ
1290	ಬಿಲದ
1291	ಬಾಯಲ್ಲಿ
1292	ನಡೆದಾಡಿರೋ
1293	ಗುರುತದೆ
1294	ಈಗೆಲೊ
1295	ಬಿಲದೊಳಕ್ಕೆ
1296	ಹೊಕ್ಕೊಂಡಿರಬೇಕು
1297	ಬಿಲಕೆ
1298	ಕೈಹಾಕಿದ
1299	ಮೆತ್ತಗೆ
1300	ಸಿಕ್್ತಾ
1301	ಕೊರವ
1302	ಇರ್್ಬೇಕು
1303	ಅಂತೇಳಿ
1304	ಬಲೆ
1305	ಖುಷಿಯಿಂದ
1306	ಈಚೆಗೆ
1307	ಎಳೆದರೆ
1308	ಹೊಳ್ಳೆಬುಡ್ಡ
1309	ಕೈಗೆ
1310	ಸುತಿಕೊಂಡುಬುಟ್ಟಿತ್ತು
1311	ತೊಳ್ಳೆ
1312	ಬಾಯಿಗೆ
1313	ಬಂದಂಗಾಗಿ
1314	ಹಾರಿ
1315	ಕೈ
1316	ಒದರುತಾ
1317	ಇಡೀ
1318	ಹಡ್ಡಲಲೆಲಾ
1319	ನೆಗೆದಾಡಿಬುಟ್ಟಿದ್ದ
1320	ಅವತ್ತಿಂದ
1321	ಹಿಡಿಯೋ
1322	ಕಾಯಕನೇ
1323	ತೊರೆದುಬುಟ
1324	ಬಿಲವಾಗಿದರೆ
1325	ಅದರೊಳಗೆ
1326	ನಳ್ಳಿಯೋ
1327	ಇರುತದೆ
1328	ಹೇಳಿದರೂ
1329	ಕೇಳನಿಲ
1330	ಯಾವಾಗಲೂ
1331	ಅಬಿಮಾನದ
1332	ಮನುಷ
1333	ಯಾರೊಂದಿಗೂ
1334	ಮಕಗಂಟಾಕೊಂಡು
1335	ಮಾತಾಡಿದೋನಲ
1336	ಪಕುಷ
1337	ಹಂಗೆ
1338	ಗಂಟಾಕೊಂಡಿರೋರ
1339	ಗಂಟು
1340	ಬುಡಿಸೋನು
1341	ಮಗನಿಗಂತು
1342	ಜೀವ
1343	ಬೇಕಾದರೂ
1344	ಕೊಡೊ
1345	ಹಂಬಲ
1346	ಇಟುಕೊಂಡಿದ
1347	ಇವತ್ತು
1348	ಪಡುತಿರೊ
1349	ಪಾಡು
1350	ಹೋಗೋದಿಕಾಗದೆ
1351	ನಡೆಯತೊಡಗಿದ
1352	ಗುಡಿಸಲಿಗೆ
1353	ಗೌಗ್ಗತ್ತಲೆ
1354	ತುಂಬಿತ್ತು
1355	ಹಣತೆ
1356	ಎಲ್ಲಿದೆಯೋ
1357	ಬೆಂಕಿಪೊಟ್್ಣ
1358	ಹುಡುಕೋರು
1359	ಸುಮನೆ
1360	ಮುದ್ದ
1361	ಎದುರಾಗಿ
1362	ಮಾತಾಡಿರನಿಲ
1363	ಕಸ್ತೂರಿಯೇ
1364	ಯಾಕಪ್ಪ
1365	ಮುದ್ದಣ್ಣ
1366	ಹಿಂದಟ್ಟಿ
1367	ಬಂದೆ
1368	ಮನೆಗೋಗು
1369	ಕಸ್ತೂರಣ
1370	ನಾಳಿಕೆ
1371	ಇಬ್್ರೂ
1372	ಬರಾನೆ
1373	ಅಯ್ಯಯ್ಯೋ
1374	ಬ್ಯಾಡಪ್ಪ
1375	ನಾನು
1376	ಹುಡಿಕೊಂಡು
1377	ಆಮ್ಯಾಲೆ
1378	ನೋಡೀವಂತೆ
1379	ಬಾರೇಲಿ
1380	ಹೋಯ್್ತೀಯಾ
1381	ಹುಬ್ಬೇರಿಸಿದ
1382	ಹುಸಿನಕ್ಕು
1383	ನನ್್ಮೊಗ
1384	ಸಿಗೋದಾದ್್ರೆ
1385	ಎಲ್್ಗೆಬೇಕಾದ್್ರೂ
1386	ನೀನೀಗ
1387	ಹೋಗು
1388	ನಿಮೌವ್ವ
1389	ಬೈದಾರು
1390	ಹೊಟ್್ಗೆ
1391	ಏನ್್
1392	ಮಾಡ್್ಕೊಂಡಿದ್ದೀ
1393	ಊರೇಲಿ
1394	ಇಲ್್ದಿದ್ದೋನು
1395	ಇನ್ನೇನು
1396	ಮಾಡ್್ಕೊಂಡಿರ್್ತಿ
1397	ನಮ್ಮನೆಗೆ
1398	ಹೋಗಾನೆ
1399	ಬಾ
1400	ಬಾಯಿಮಾತಿಗೆ
1401	ಕರೆಯುತಿದಾನೋ
1402	ದಿಟವಾಗಿಯೋ
1403	ಯಲಿ
1404	ತಿಳಿಯನಿಲ
1405	ನಮ್ಮನೇಲಿ
1406	ಉಣ್ಣೀವಂತೆ
1407	ದಿಟವಾಗಿಯೂ
1408	ಒತ್ತಾಯ
1409	ಮಾಡುತಿದಾನೆ
1410	ತಿಳಿದು
1411	ಹಸ್್ವು
1412	ಕಾಣಾಕ್ಕಿಲ್ಲ
1413	ನೀನೋಗು
1414	ಉಹುಂ
1415	ಹಂಗೆಲ್ಲ
1416	ಹೇಳ್್ಬ್ಯಾಡ
1417	ಏಳ್್ತೀಯೋ
1418	ಇಲ್್ವೋ
1419	ನಿರುದಾರ
1420	ನಿಂತ
1421	ನಿನ್್ಕೈಮುಗೀತೀನಿ
1422	ಕರೀಬ್ಯಾಡ
1423	ಹೋಗಪ್ಪ
1424	ಹಸಿವಾಗಿತ್ತು
1425	ಉಣ್ಣೋ
1426	ಮುದ್ದನೂ
1427	ಬಕಪಟ್ಟಿಗೆ
1428	ಬುಡನಿಲ
1429	ಒತಾಯಕೆ
1430	ಮಣಿಲೇಬೇಕಾಯಿತು
1431	ಕದ
1432	ಎಳಕೊಂಡು
1433	ಉಣ್ಣಲು
1434	ಹೊಂಟಾಗಿದ್ದ
1435	ಮುಜುಗರ
1436	ಮನೆಗೆ
1437	ನಂಜವ್ವ
1438	ಕನಿಕರದಿಂದಲೇ
1439	ಕಂಡಳು
1440	ಹಂಗೂ
1441	ಗೆಣೆತನವ
1442	ನೆನೆಕೊಂಡು
1443	ಮರಗಿದಳು
1444	ಏಟೋ
1445	ತಿಮ್ಮಾಜಿಯೂ
1446	ಕುಡಿದು
1447	ಹೋಗಿದ್ದ
1448	ನೆನೆಸಿಕೊಂಡಳು
1449	ಪೋಲಿ
1450	ಹೈದಲ್ಲ
1451	ಮಾತು
1452	ಯಾರಾದ್್ರು
1453	ಚಡಾಯಿಸಿ
1454	ತಿರಿಕೊಂಡು
1455	ಹೇಳಿದ
1456	ಮಗಲ್ಲ
1457	ಚಿನ್್ದಂಥ
1458	ಹೊಗಳಿದಳು
1459	ಕುರಿನೂ
1460	ಕಾಯ್್ಕೊಂಡು
1461	ಬಂದಿತ್ತು
1462	ವ್ಯಥೆಪಟಳು
1463	ದಿವಸವಾಯ್್ತೊ
1464	ಸರಿಯಾಗುಂಡು
1465	ಕೇಳಿ
1466	ಇಕ್ಕಿಸ್್ಕೊಂಡು
1467	ಉಣ್ಣು
1468	ಹಿಂಜರಿಬ್ಯಾಡ
1469	ಮಾಡಿದಳು
1470	ಗಂಟಲೊಳಗೆ
1471	ಗುಕ್ಕು
1472	ಇಳಿಯನಿಲ
1473	ಹಾಲುಬುಟು
1474	ಬೆರಕೆಸೊಪ್ಪಿನ
1475	ಎಸರು
1476	ಮಾಡಿದ್ದರೂ
1477	ಕಮ್ಮಗೆ
1478	ಬಡಿಯುತಿದರೂ
1479	ಒಳಗಡೆಗೆ
1480	ಮೊದಲು
1481	ಇಕ್ಕಿದ್ದ
1482	ಮುದ್ದೆಯನೇ
1483	ಕಣುಮುಚಿಕೊಂಡು
1484	ತೊಳಕೊಂಡ
1485	ತುತ್ತು
1486	ಎದೆಯೊಳಗೇ
1487	ನಿಂತಂಗಾಗಿದ್ದೊ
1488	ಕಟ್ಟಿದಂಗೆ
1489	ಆಯಿತು
1490	ನಾಳೆ
1491	ಬತ್ತಾನಲ
1492	ತಂದುಕೊಂಡ
1493	ಹನಿಕಿಸಿದ್ದ
1494	ಆಸೆಯನೇ
1495	ಬಲವಾಗಿ
1496	ಹಿಡಕೊಂಡು
1497	ಕವುಚಾಕೊಂಡಿದ್ದ
1498	ಕತ್ತಲೆಯ
1499	ಸರಿಸುತ್ತಾ
1500	ಗುಂಗಿನಲಿ
1501	ಬರುತಿದವನಿಗೆ
1502	ಕಿಳ್ಳೇಲಿ
1503	ಹುಯ್ಯುತ್ತಾ
1504	ಕುಂತಿರುವಂಗೆ
1505	ಸದ್ದಿನಿಂದಾಗಿ
1506	ಹೆಂಗಸಿರಬೇಕು
1507	ಅನುಮಾನಪಟು
1508	ಹೆಜ್ಜೆಯಿಕ್ಕಿದ
1509	ಸೊಂಪಲ
1510	ಕಡಿಂದ
1511	ಐದಾರು
1512	ಕಚ್ಚಾಡುತಾ
1513	ಬಱ್ರನೆ
1514	ಬಂದಿದ್ದೇ
1515	ತಡ
1516	ಹುಯ್ಯುತಿದೋಳು
1517	ಹಾಳಾಗೋನವೆ
1518	ನೆಗೆತಕೆ
1519	ಜಿಗಿದಳು
1520	ಜೀಗಿದುದಕೂ
1521	ಬಂದುದಕೂ
1522	ಢಿಕ್ಕಿ
1523	ಹೊಡೆದರು
1524	ಹೊಡೆದ
1525	ಆಯತಪ್ಪಿ
1526	ಬೀಳುವಂಗಾದಳು
1527	ಬೀಳುತಿದೋಳ
1528	ಆಂತು
1529	ಬಲಪಡಕೊಂಡು
1530	ಬೀಳೋದ
1531	ತಪ್ಪಿಸಿಕೊಂಡಳು
1532	ದಡಕ್ಕನ
1533	ಘಟನೆಯಿಂದ
1534	ಬೆಚ್ಚಿಹೋದ
1535	ಹಿಡಿದಪಟ್ಟಿಗೆ
1536	ಚಣ
1537	ಉಸಿರು
1538	ನಿಂತಂತಾಗಿ
1539	ಕೈಬುಡಿಸಿಕೊಂಡು
1540	ಲಕುಸ್್ಮಿನಾ
1541	ಕಸ್ತೂರಯ್ಯನಾ
1542	ಹಾಳಾದೋವ್್ಕೆ
1543	ಕಾಲ
1544	ಮುಗೀತು
1545	ನಾನಂತು
1546	ರಾವು
1547	ಹಿಡಿದೋದೆ
1548	ಉಸಿರುಬುಟಳು
1549	ನಾಯಿಗಳು
1550	ಲಕುಸುಮಿ
1551	ಊರೊಳಕ್ಕೆ
1552	ಹೋಗಿದ್ದಾ
1553	ಸರಿದಳು
1554	ಹೂಕನಮ್ಮಿ
1555	ಇದ್್ಕಿದ್ದಂಗೆ
1556	ಕಾಣೆ
1557	ಆಗ್್ಬುಟ್ಟವ್್ನಂತೆ
1558	ನಾನಿವೊತ್ತು
1559	ತೌರಿಂದ
1560	ಭೋ
1561	ಸಂಕಟಾಯ್್ತಪ್ಪ
1562	ಎಳೆದಳು
1563	ಸುಮ್ಮನೆ
1564	ಮೌನ
1565	ನಿನ್್ದೊಂಥರ
1566	ಸಂಕ್್ಟಾದ್್ರೆ
1567	ನನ್್ದೊಂಥರ
1568	ನಿಟುಸಿರುಬುಟಳು
1569	ಹೆಚ್ಚೇನು
1570	ಹೇಳದೆ
1571	ಲಿಬುಡು
1572	ಅನುಭೌಸಬೇಕಲ್ಲ
1573	ಕಿತ್ತ
1574	ಕಿಳ್ಳೇಲಿಯೇ
1575	ಬಿದ್ದದ್ದು
1576	ಜಾಡು
1577	ಹಿಡಿದಂಗೆ
1578	ಕಲ್ನಾರುಹಳ್ಳದ
1579	ಹೇಳಿದ್ದು
1580	ಸಿಗೊ
1581	ಹುಟಿಸಿಬುಟಿತ್ತು
1582	ಮಗ್ಗಲಾದ
1583	ಲಕುಸುಮಿಗೆ
