TOKEN_NO	TOKENS
1048	ದುಕ್ಕ
1049	ಹಂಚಿಕೊಂಡ
1050	.
1051	ವಾರ
1052	ಕಳೆದು
1053	,
1054	ಮಾಸ
1055	ಮುಗಿದು
1056	,
1057	ವರುಷವೊಪ್ಪತ್ತಿಗೆ
1058	ಮಗನಾಗಿ
1059	ಬೆಳೆದ
1060	ತಿಮ್ಮಾಜಿ
1061	ಸಂಬಂಧ
1062	ಗಟ್ಟಿ
1063	ಮಾಡುತಾ
1064	ಬಂದ
1065	.
1066	ಆ
1067	ತಿಮ್ಮಾಜಿ
1068	ಇಲ
1069	.
1070	ತಾನು
1071	ಇವುನಿ
1072	.
1073	ಕಟ್ಟೆ
1074	ಅದೆ
1075	.
1076	ಆದರೆ
1077	ಈ
1078	ಕಟ್ಟೆಯಂಗೆ
1079	ಇರೋದಿಕೆ
1080	ಆಗುತ್ತಾ
1081	?
1082	ಕಸ್ತೂರಿಯ
1083	ಗುಂಡಿಗೆ
1084	ಒಂದು
1085	ಕುಲುಮೆ
1086	.
1087	ಹೊತ್ತು
1088	ಇಳಿದು
1089	ಮುಸುಕು
1090	ಇಳೆಬಾರ
1091	ಮೇಲಿಂದ
1092	ಸೂಯ್ಯನೆ
1093	ಇಳಿದು
1094	ಬರುತಿತು
1095	.
1096	ಕಟ್ಟೆ
1097	ಆಚೆಯಿಂದ
1098	ಕುರಿಮಂದೆ
1099	ಹೈಕಳು
1100	ಕುರಿ
1101	ಹೊಡಕೊಂಡು
1102	ಏರಿ
1103	ಮೇಲಿನಿಂದ
1104	ಬಂದೊ
1105	.
1106	ಕಣ್್ಮಬ್ಬಿನಲಿ
1107	ಏರಿ
1108	ಮೇಲೆ
1109	ಕುಂತ
1110	ಯಾವುದೋ
1111	ಆಕಾರ
1112	ಕಂಡು
1113	ಕುರಿ
1114	ಬೆದರಿದೊ
1115	.
1116	ಹೈಕಳು
1117	ದಯ್ಯ
1118	ದಯ್ಯ
1119	ಅಂತ
1120	ದಿಕ್ಕಾಪಾಲಾಗಿ
1121	ಪೇರಿಕೀಳತೊಡಗಿದೊ
1122	.
1123	ಅವರ
1124	ಪೈಕಿ
1125	ಗೊಣ್ಣೆಮುದ್ದ
1126	ಮಾತರ
1127	ಅಂತ
1128	ವಸಿ
1129	ಮುಂದಕೆ
1130	ಬಂದು
1131	ನೋಡಿದ
1132	.
1133	ಯಾರೋ
1134	ನರಮನುಷನಂಗೆ
1135	ಕಾಣಿಸಿತು
1136	.
1137	ದಿಟ್ಟತನ
1138	ಮಾಡಿ
1139	ಇನೂ
1140	ಸಮೀಪಕೆ
1141	ಬಂದ
1142	.
1143	ಆಗ
1144	ಅವನಿಗೆ
1145	ತಿಳಿದೋಯಿತು
1146	"
1147	"
1148	ಅಯ್ಯೋ
1149	ನಿಮ್ಮೌವುಸಾಳಾಗ
1150	ಈಟೊತ್್ನಲಿ
1151	ಹಿಂಗಾ
1152	ಇಲ್ಲಿ
1153	ಕೂರೋದು
1154	?
1155	ಬುಡು
1156	,
1157	ಬುಡು
1158	"
1159	"
1160	ಅಂದುಕೊಂಡು
1161	ಬಂದ
1162	.
1163	ಏರಿಕೆಳಗಿಳಿದು
1164	ಓಡುತಿದ
1165	ಹೈಕಳು
1166	ಗೊಣ್ಣೆಮುದ್ದ
1167	ಆ
1168	ದಯ್ಯದ
1169	ಜೊತೆಗೇ
1170	ಮಾತಾಡುತಿದ
1171	ಆಟು
1172	ದೂರದಿಂದಲೇ
1173	ನೋಡಿ
1174	,
1175	ಏನಪ್ಪ
1176	ಈ
1177	ಚೋಜಿಗಾ
1178	ಅಂತ
1179	ಅವೂ
1180	ಇತ್ತ
1181	ಕಳ್ಳಹೆಜ್ಜೆ
1182	ಇಡುತಾ
1183	ಬಂದೊ
1184	.
1185	ಓ
1186	!
1187	ನಮ್ಮೂರ
1188	ಕುಂಬಾರ
1189	ಅಲ್್ವಾ
1190	?
1191	ಅಂತ
1192	ಒಬರಿಗೊಬರು
1193	ಹೇಳಿಕೊಂಡು
1194	ಏರಿ
1195	ಹತ್ತಿ
1196	ಬಂದೊ
1197	.
1198	ಆಟೊತ್ತಿಗಾಗಲೇ
1199	ಕಸ್ತೂರಿಮಗ
1200	ಎಲೋ
1201	ತಪ್ಪಿಸಿಕೊಂಡು
1202	ಬುಟನಂತೆ
1203	ಅನೋ
1204	ಸಮಾಚಾರ
1205	ಊರಿಂದೂರಿಗೇ
1206	ಹಂಡಿಕೊಂಡಿತ್ತು
1207	.
1208	ಆದರೆ
1209	ಏನಾಯಿತು
1210	ಅಂತ
1211	ತಿಳಕೊಳೋದಿಕೆ
1212	ಕಾಡುಪಾಲಾಗಿದ್ದ
1213	ಕಸ್ತೂರಿ
1214	ಯಾರಿಗೂ
1215	ಸಿಕಿರನಿಲ
1216	.
1217	ಒಬ್ಬನ
1218	ಮೇಲೆ
1219	ಒಬ್ಬ
1220	ಬಿದ್ದು
1221	ಎದ್ದು
1222	ಕಂಡಿದ್ದ
1223	ಕೇಳಿದ್ದ
1224	ಹೂಸಿದ್ದ
1225	ಕೆಮ್ಮಿದ್ದ
1226	ಎಲನೂ
1227	ಒಂದೇ
1228	ಉಸುರಿಗೆ
1229	ಸುರಿಸಿದೊ
1230	.
1231	ಕಸ್ತೂರಿ
1232	ಯಾರಿಗೂ
1233	ಏನನೂ
1234	ಹೇಳದಾದ
1235	.
1236	"
1237	"
1238	ನಂಗೇನೂ
1239	ಗೊತ್ತಿಲ್ಲ
1240	.
1241	ನನ್ನ
1242	ಏನ್ನೂ
1243	ಕೇಳ್್ಬ್ಯಾಡಿ
1244	"
1245	"
1246	ಅಂತ
1247	ಕಡ್ಡಿ
1248	ಎಂಡು
1249	ತುಂಡಾದಂಗೆ
1250	ಅಂದು
1251	,
1252	ತಲೆಯ
1253	ಮಂಡಿಯೊಳಕೆ
1254	ಹುದುಗಿಸಿಕೊಂಡ
1255	-
1256	ಬಸವನಹುಳ
1257	ಕತ್ತ
1258	ಒಳಗೆ
1259	ಎಳಕೊಳುವಂಗೆ
1260	.
1261	ಹೈಕಳು
1262	ಒಬ್ಬರ
1263	ಮಕ
1264	ಒಬ್ಬರು
1265	ನೋಡಿಕೊಂಡೊ
1266	.
1267	ಅಯ್ಯೋ
1268	ಪಾಪ
1269	ಅಂದುಕೊಂಡೊ
1270	.
1271	ಗೊಣ್ಣೆಮುದ್ದ
1272	"
1273	"
1274	ಊರಲ್ಲಿ
1275	ನಿನ್ನ
1276	ಎಲ್ಲ
1277	ಕೇಳ್್ತಾ
1278	ಅವರೆ
1279	,
1280	ಎದ್ದು
1281	ನಡೀ
1282	ಕಸ್ತೂರಣ್ಣ
1283	"
1284	"
1285	ಅಂದ
1286	.
1287	ಕಸ್ತೂರಿ
1288	ತಲೆಎತ್ತಿ
1289	ಮುದ್ದನ
1290	ಮಕ
1291	,
1292	ಸುತ್ತಲಿನ
1293	ಹೈಕಳ
1294	ಮಕ
1295	ನೋಡಿದ
1296	.
1297	ಕತ್ತಲೆ
1298	ಮಕದ
1299	ಮೇಲೆ
1300	ಜಾರಿಳಿಯುತಿತು
1301	.
1302	ಅವನಿಗೆ
1303	ಹೋಗೋದಿಕೆ
1304	ಒಂಚೂರೂ
1305	ಮನಸಿರನಿಲ
1306	.
1307	"
1308	"
1309	ನಿಮ್್
1310	ದಮ್ಮಯ್ಯ
1311	ಅಂತೀನಿ
1312	,
1313	ನನ್್ಬಲವಂತ
1314	ಮಾಡ್್ಬ್ಯಾಡಿ
1315	ನೀವು
1316	ನಡೀರಿ
1317	"
1318	"
1319	ಅಂದ
1320	.
1321	ಕಸ್ತೂರಿ
1322	ಹಿಂಗೆ
1323	ಹಠ
1324	ಮಾಡೋನಲ
1325	.
1326	ಎರೆಮಣ್ಣಿಗೆ
1327	ಅಂತ
1328	ಹಡ್ಡಲಿಗೆ
1329	ಬಂದಾಗೆಲ
1330	ಇವನೇ
1331	ತಮ್ಮ
1332	ನಗಿಸಿ
1333	,
1334	ತಾನೂ
1335	ನಕ್ಕು
1336	,
1337	ಏನಾದರು
1338	ಹಕಲೆ
1339	ಮಾಡಿ
1340	,
1341	ಕಥೆ
1342	ಹೇಳಿ
1343	ಹೋಗುತಿದ
1344	.
1345	ಅಂಥೋನು
1346	ಹಿಂಗೆ
1347	ಬರದೆ
1348	ಹಠಕ್ಕೆ
1349	ಕೂತಂಗೆ
1350	ಕುಂತವನೆ
1351	ಅಂದರೆ
1352	,
1353	ತಾವೆಲ್ಲ
1354	ಅತ್ತ
1355	ಹೋದಮೇಲೆ
1356	ಏನಾದರು
1357	ಅನಾಹುತನೇ
1358	ಮಾಡಿಕೊಂಡರೂ
1359	ಮಾಡಿಕೊಂಡ
1360	ಅಂತ
1361	ಲೆಕ್ಕ
1362	ಹಾಕಿದ
1363	ಹೈಕಳು
1364	ಇವನ
1365	ಬ಼ಡಪೆಟ್ಟಿಗೆ
1366	ಬುಟು
1367	ಹೋಗನಿಲ
1368	.
1369	ಒಂದು
1370	ಹೈದ
1371	"
1372	"
1373	ಸುಮ್್ಕೆ
1374	ಏಳು
1375	ಕಸ್ತೂರಣ್ಣ
1376	"
1377	"
1378	ಅಂತು
1379	.
1380	ಗೊಣ್ಣೆಮುದ್ದ
1381	"
1382	"
1383	ನಾವು
1384	ಇವುನ್ನ
1385	ಬುಟ್್ಬಾರ್್ದು
1386	ಕಂಡುರ್ಲಾ
1387	"
1388	"
1389	ಅಂದು
1390	ಇತರರಿಗೆ
1391	ಹೇಳಿ
1392	ತಾನು
1393	ಬಗ್ಗಿ
1394	"
1395	"
1396	ಏಳು
1397	ಕಸ್ತೂರಣ್ಣ
1398	"
1399	"
1400	ಅಂತ
1401	ರಟ್ಟೆ
1402	ಹಿಡಕೊಂಡ
1403	.
1404	ಇನೊಂದು
1405	ಹೈದ
1406	ಬೇರೆ
1407	ರಟ್ಟೆ
1408	ಹಿಡಕೊಂಡಿತು
1409	.
1410	ಇನೊಬ್ಬ
1411	"
1412	"
1413	ಈ
1414	ಅವಸ್್ಥೇಲಿ
1415	ನಾವು
1416	ಹೆಂಗೆ
1417	ಬುಟೋಗ್್ತೀವಿ
1418	?
1419	ನೀನು
1420	ಎದ್್ನಡಿ
1421	ಕಸ್ತೂರಣ್ಣ
1422	ಸುಮ್್ಕೆ
1423	"
1424	"
1425	ಅಂತ
1426	ಎತ್ತಿದ
1427	.
1428	ಮತ್ತೊಬ
1429	ಸೊಂಟ
1430	ತಬಿಕೊಂಡ
1431	.
1432	ಕಸ್ತೂರಿ
1433	ಕೊಸರಾಡಿ
1434	`
1435	ಬುಡ್್ರಪ್ಪ
1436	'
1437	ಅಂತ
1438	ಕೇಳಿಕೊಂಡ
1439	.
1440	ಆದರೆ
1441	ಹೈಕಳು
1442	ಬುಡೊ
1443	ಮನಸಿನೋವಾಗಿರನಿಲ
1444	.
1445	ಮುಷ್ಠಿಕಟ್ಟಿ
1446	ಮೇಲಕೆ
1447	ಎತ್ತೇಬುಟೋ
1448	.
1449	ಕಸ್ತೂರಿ
1450	ಆ
1451	ಹೈಕಳ
1452	ಬಲವಂತಕೆ
1453	ಪುನೈಸಿ
1454	ಮಾತಾಡದೆ
1455	ಅವರೊಂದಿಗೆ
1456	ಹೆಜ್ಜೆ
1457	ಎಳೆಯತೊಡಗಿದ
1458	.
1459	ಆ
1460	ಹೈಕಳ
1461	ಕ್ರಿಯಾಶಕುತಿಯ
1462	ಮುಂದೆ
1463	ಕಸ್ತೂರಿಯ
1464	ನಿರಾಶಕುತಿ
1465	ಸೋತುಹೋಗಿತ್ತು
1466	.
1467	ಅವು
1468	ನೇರವಾಗಿ
1469	ಮೋಟಪ್ಪನೋರ
1470	ಮನೆ
1471	ಮುಂದಾರಕೆ
1472	ತಂದು
1473	ನಿಲಿಸಿದೊ
1474	.
1475	ಜಗಲಿ
1476	ಮೇಲೆ
1477	ಮೂರುನಾಕು
1478	ಜನ
1479	ಕುಂತಿದ್ದರು
1480	.
1481	ಮುಂದಾರದಲಿ
1482	ಇಟುಕೊಂಡಿದ್ದ
1483	ಲಾಟೀನು
1484	ಬೆಳಕಲಿ
1485	ಅವರ
1486	ಮಕ
1487	ದೂರಕೆ
1488	ಕಾಣುತಿರನಿಲ
1489	.
1490	ಹೈಕಳು
1491	"
1492	"
1493	ನಡೀ
1494	ಕಸ್ತೂರಣ್ಣ
1495	"
1496	"
1497	ಅಂತ
1498	ಸಮೀಪಕೆ
1499	ತಳ್ಳಿಕೊಂಡು
1500	ಬಂದೊ
1501	.
1502	ಈ
1503	ಗದ್ದಲಕೆ
1504	ತಿರುಗಿ
1505	ನೋಡಿದ
1506	ಪುರುಸಪ
1507	"
1508	"
1509	ಯಾರೋ
1510	ಕಳ್ಳುನೋ
1511	ಏನೋ
1512	ಹಿಡ್್ಕೊಂಡು
1513	ಬತ್ತಾ
1514	ಇರೋಹಂಗವೆ
1515	ಯಾವವು
1516	"
1517	"
1518	ಅಂದ
1519	.
1520	ಗೊಣ್ಣೆಮುದ್ದ
1521	"
1522	"
1523	ಕಳ್ಳ
1524	ಅಲ್ಲ
1525	ಕನಣ್ಣ
1526	,
1527	ಇವುನು
1528	ಕಸ್ತೂರಣ್ಣ
1529	.
1530	ಕಟ್ಟೆ
1531	ಏರಿಮ್ಯಾಲೆ
1532	ಒಬ್್ನೇ
1533	ಏಟು
1534	ಹೇಳಿದ್್ರೂ
1535	ಕೇಳದೆ
1536	ಕುಂತ್್ಬುಟ್ಟಿದ್ದ
1537	.
1538	ನಾವು
1539	ಬುಡದೇನೆ
1540	ಕರ್್ಕೊಂಡು
1541	ಬತ್ತಾಯಿವಿ
1542	"
1543	"
1544	ಅಂದ
1545	.
1546	"
1547	"
1548	ಓ
1549	!
1550	ಕಸ್ತೂರಿನಾ
1551	?
1552	ಕರ್್ಕೊಂಡು
1553	ಬಲ್ಲಿರ್್ಲಾ
1554	ಕರ್್ಕೊಂಡು
1555	ಬಲ್ಲಿ
1556	"
1557	"
1558	ಅಂದರು
1559	ಮೋಟಪ್ಪ
1560	.
1561	ಎಲ್ಲರೂ
1562	ಕುಂತಿದ್ದ
1563	ವರಸೆ
1564	ಬದಲಾಯಿಸಿಕೊಂಡರು
1565	.
1566	ಅವರು
1567	ದಿಟವಾಗಿ
1568	ಕಸ್ತೂರಿಯ
1569	ವಿಷಯನೂ
1570	ಮಾತಾಡಿದ್ದರು
1571	.
1572	ಕಸ್ತೂರಿ
1573	ಹಂಗೇ
1574	ಜಗಲಿಕಿಳ್ಳಲಿ
1575	ನಿಂತುಕೊಂಡ
1576	.
1577	ಹೈಕಳು
1578	`
1579	ಕುರಿಬುಟ್್ಬುಟ್ಟು
1580	ಬಂದೀವಿ
1581	.
1582	ಅವುನ್ನ
1583	ಕೊಟ್ಟಿಗ್ಗೆ
1584	ಕೂಡಿ
1585	ಬತೀವಿ
1586	'
1587	ಅಂತ
1588	ಅತ್ತ
1589	ಹೋದೊ
1590	.
1591	ಲಚುಮೇಗೌಡ
1592	"
1593	"
1594	ಏನ್್ಲಾ
1595	ಕಸ್ತೂರಿ
1596	.
1597	ಏನೇನೋ
1598	ಕೇಳ್್ಬುಟ್್ವಲ್ಲಾ
1599	?
1600	ಅಂಥ
1601	ಹೈದ
1602	ಹಂಗಾದ
1603	ಅಂದ್್ರೆ
1604	ನಂಬೋಕ್ಕೂ
1605	ಆಗಾಕ್ಕಿಲ್ಲ
1606	"
1607	"
1608	ಅಂದ
1609	.
1610	ಕಸ್ತೂರಿ
1611	ಏನುತಾನೆ
1612	ಹೇಳಿಯಾನು
1613	?
1614	ಮೋಟಪ್ಪನೋರು
1615	"
1616	"
1617	ಅದೇನಾಯ್್ತು
1618	ಅನ್ನೋದೆ
1619	ಗೊತ್ತಾಗನಿಲ್್ವಲ್ಲೋ
1620	"
1621	"
1622	ಅಂದರು
1623	.
1624	ಪುರುಸಪ
1625	"
1626	"
1627	ಬಡ್ಡೀಮಗುನ್ನ
1628	ಅದುರುಸ್್ಟ್ಟವೇ
1629	ಚಂದಾಗಿದ್ದಂಗಿಲ್ಲ
1630	.
1631	ಅಪ್ಪನ್ನ
1632	ಕಳ್್ಕೊಂಡ
1633	.
1634	ಅದೋಗಲಿ
1635	ಅಂದುರೆ
1636	,
1637	ಆಡುತಾ
1638	ಆಡುತಾ
1639	ಇದ್ದಂಗೆ
1640	ಹೆಂಡುರ್್ನೂ
1641	ಕಳ್್ಕೊಂಡ
1642	.
1643	ದ್ಯಾವುರು
1644	ಕೊಟ್ಟ
1645	ಯಾರ್್ದೋ
1646	ಹುಳನೆ
1647	ತನ್್ದು
1648	ಅಂತ
1649	ತಂದಿಟ್್ಕೊಂಡು
1650	ತನ್ನ
1651	ಹೊಟ್ಟೇಲಿ
1652	ಹುಟ್ಟಿದ್್ಕ್ಕಿಂತಲೂ
1653	ಚೆಂದಾಗಿ
1654	ಸಾಕ್್ದ
1655	.
1656	ಈಗ
1657	ಅದೂ
1658	ಕಾಣ್್ದಂಗೆ
1659	ಆಯ್್ತು
1660	.
1661	ಏನ್್ಲಾ
1662	ಇದೆಲ್ಲ
1663	?
1664	ಅಂದ
1665	.
1666	ಕಸ್ತೂರಿ
1667	ಕತ್ತು
1668	ಬಗಿಸಿಕೊಂಡು
1669	ನಿಂತಿದ್ದ
1670	.
1671	ನರುಸ
1672	"
1673	"
1674	ಆ
1675	ಸಂಕ್ರಯ್ಯ
1676	ಏನೋ
1677	-
1678	ಜಡೆಮುನಿಗುಡ್ಡದಂಡಿ
1679	ರುಂಡ
1680	ಬಿದ್ದಿತ್ತು
1681	ಅಂತ
1682	.
1683	ಹಳ್ಳದಾಟಿ
1684	ಆಚೆ
1685	ಹೋಗದಿದ್ದ
1686	ಆ
1687	ಹೈದ
1688	ಅವುರೌವ್ವನ
1689	ಕ್ವಾಣೆ
1690	ಒಳಗೆ
1691	ಅಲ್ಲೀಗಂಟ
1692	ಬುಡುತಾನ
1693	?
1694	ಆ
1695	ಹಾರ್್ವ
1696	ಹಿಂಗೆ
1697	ಕುಣಿಸೋದ್್ರಲಿ
1698	ಎತ್ತಿದ
1699	ಕೈಯಿ
1700	"
1701	"
1702	ಅಂದ
1703	.
1704	ಕಸ್ತೂರಿ
1705	ಅಲುಗಾಡನಿಲ
1706	.
1707	ಆಟು
1708	ದೂರದಲಿ
1709	ಕೂತಿದ್ದ
1710	ಈರ
1711	"
1712	"
1713	ಹಂಗಲ್್ವಂತೆ
1714	ಕಂಡ್್ರಪ್ಪ
1715	,
1716	ಊರಿಗೊಂದು
1717	ಒಕ್್ಲಿರೊ
1718	ಈ
1719	ಕುಂಬಾರುನ್ನ
1720	ತಮ್ಮ
1721	ಕಡೀಕೆ
1722	ಸೆಳ್್ಕೊಂಡ್್ಬುಟ್್ರೆ
1723	ಆಗ
1724	ಸೂತ್್ಕಸವುಳ್್ದಲಿ
1725	ಮಡ್್ಕೆ
1726	ತೆಗಿಯಾಕೆ
1727	ಆಗ್್ದೆ
1728	ಅವುರೆಲ್ಲ
1729	ಹೊಡ್್ಬಾಳು
1730	ಹತ್್ಲಿ
1731	ಆ
1732	ಆಚಾರಿಯ
1733	ಒಲಿಸ್್ಕೊಂಡಂಗೆ
1734	ಇವುನ್ನೂ
1735	ಒಲಿಸ್್ಕೊಂಡುಬುಡಾನೆ
1736	ಅಂತ
1737	ತಿಮ್ಮಾಡಿಯ
1738	ಅವುಸಿಟ್ಟ಼ವರೆ
1739	,
1740	ಆಗ
1741	ಈ
1742	ಕಸ್ತೂರಿ
1743	ತನಿಗೆತಾನಾಗೇ
1744	ನಮ್ಮ
1745	ದಾರಿಗೆ
1746	ಬತ್ತಾನೆ
1747	ಅಂತ
1748	ಸಾನುಬೋಗ್್ರು
1749	ದುರುಗಪ್ಪ
1750	ಎಲ್ಲ
1751	ಸೇರ್್ಕೊಂಡು
1752	ಹಾಕಿರೊ
1753	ಹೂಟ್್ವಂತೆ
1754	ಇದು
1755	ಅಂತಾರೆ
1756	"
1757	"
1758	ಅಂದ
1759	ಕ್ಷೀಣವಾಗಿ
1760	.
1761	ಕಸ್ತೂರಿ
1762	ಬಾಯಿ
1763	ಕಳಕೊಂಡಿದ್ದ
1764	.
1765	ಪುರುಸಪ
1766	"
1767	"
1768	ಲಾ
1769	ಬಡ್ಡೀಮಗನೆ
1770	.
1771	ನೀನೂ
1772	ಅವುರೂ
1773	ಒಟ್್ಗೇ
1774	ಹೂಟ
1775	ಹಾಕಿದುರೂ
1776	ನಮ್್ಸ್ಯಾಟ
1777	ಕೀಳಕ್ಕಾಗಕ್ಕಿಲ್ಲ
1778	ಕಂತೆ
1779	"
1780	"
1781	ಅಂದು
1782	ಕಡುಪಿನಿಂದ
1783	ಮೀಸೆ
1784	ಹುರಿ
1785	ಮಾಡಿದ
1786	.
1787	ಕಸ್ತೂರಿ
1788	ಉಸಿರಾಟ
1789	ಬುಟು
1790	ಬಿಗಿಗೊಳ್ಳುತಿದ
1791	.
1792	ಈರ
1793	ತಿರುಗ
1794	"
1795	"
1796	ಅಯ್್
1797	ನಂಗೇನು
1798	ಗೊತ್ತು
1799	?
1800	ಮ್ಯಾಗಲಮನೆ
1801	ಸದ್ರಪ್ಪನೋರು
1802	ಹಂಗಂತಿದ್್ರು
1803	ಅಂತ
1804	ನಮ್್ಕಾಡ
1805	ಹೇಳ್್ತಿದ್ದ
1806	"
1807	"
1808	ಅಂತ
1809	ಕಾಡನ
1810	ಮೇಲೆ
1811	ಹೊರೆಸಿದ
1812	.
1813	ಕಸ್ತೂರಿ
1814	ನರಮನುಷನಾಗಿ
1815	ನಿಂತಿರನಿಲ
1816	.
1817	ಮೋಟಪ್ಪನೋರು
1818	"
1819	"
1820	ಲಿ
1821	ಬುಡ್್ರೊ
1822	ಅದೇನು
1823	ಆಯ್್ತದೊ
1824	ಆಗಲಿ
1825	ಈಗ್ಯಾಕೆ
1826	ಅದೆಲ್ಲ
1827	"
1828	"
1829	ಅಂದರು
1830	-
1831	ಮನೆ
1832	ಒಳಗೆ
1833	ಹೆಂಗಸರು
1834	ಇರೋದ
1835	ನೆನೆಸಿಕೊಂಡು
1836	.
1837	ಕಸ್ತೂರಿ
1838	ಗೌಗ್ಗಲ್ಲಾದ
1839	.
1840	ಲಚುಮೇಗೌಡ
1841	"
1842	"
1843	ಇದೇನು
1844	ಮೋಟ಼ಪ್ಪ
1845	ಹಿಂಗಂತಿ
1846	?
1847	ನಾವು
1848	ಸುಮ್್ಕೆ
1849	ಕುಂತ್್
1850	~
1851	ಕೊಂಡ್್ಬುಟ್್ರೆ
1852	ಎಲ್ಲ
1853	ಬೇಕಾದಂಗೆ
1854	ನಡೀತದೆ
1855	ಅಂದ್್ಕೊಂಡ್್ಬುಟ್ಟಿದ್ದೀಯಾ
1856	?
1857	ಬಡ್ಡಿಮಕ್್ಳು
1858	ಸೀಗಳ್ಳಿಗೆಲ್ಲ
1859	ಹೋಗಿ
1860	ಕಿತಾಪತಿ
1861	ಮಾಡಿ
1862	ಬರೋಹಂಗಾಗ್ಯವ್್ರೆ
1863	"
1864	"
1865	ಅಂದ
1866	.
1867	ಅಲೀಗಂಟಲೂ
1868	ಕೇಳುತಾ
1869	ಕುಂತಿದ್ದ
1870	ಮೊಗಣ್ಣ
1871	ನಡುವೆ
1872	ಬಾಯಿ
1873	ಹಾಕಿ
1874	"
1875	"
1876	ಮಾತುಳ್ಳೋನು
1877	ಭರದಲ್ಲಿ
1878	ಗೆದ್ದ
1879	ಅನ್ನಂಗೆ
1880	,
1881	ಹಿಂದಿನಿಂದ್್ಲೂ
1882	ಬಂದದ್ದ
1883	ಹೆಂಗೆ
1884	ಬುಡಾಕ್ಕೆ
1885	ಆಯ್್ತದೆ
1886	?
1887	ಮಾತಾಡ್್ತಾ
1888	ಮಾತಾಡ್್ತಾ
1889	ಜನಕ್ಕೂ
1890	ತಿಳೀತದಪ್ಪ
1891	"
1892	"
1893	ಅಂದ
1894	.
1895	ಕಸ್ತೂರಿ
1896	ಒಂದು
1897	ಕಂಭ
1898	ಅಂತ
1899	ತಿಳಿದ
1900	ಮೋಟಪ್ಪನೋರ
1901	ನಾಯಿ
1902	ಕಾಲೆತ್ತಿ
1903	ಚುಯ್ಯನೆ
1904	ಹನಿಕಿಸಿತು
1905	.
1906	ಪುರುಸಪ
1907	ರೇಗಿ
1908	"
1909	"
1910	ಒಳ್ಳೇ
1911	ಮಠದ
1912	ಮುನಿಯಂಗೆ
1913	ಮಾತಾಡ್್ತಾ
1914	ಇದೀಯಲ್ಲ
1915	ಮುಚ್ಚೋ
1916	ಮೊಗ಼ಣ್ಣ
1917	ನಿನ್್ಸರವಾ
1918	?
1919	ನಮ್್ಗೆ
1920	ಬರ್್ಬೇಕು
1921	ಅಂತ
1922	ಕುಳವಾಡಿಯಂಗೆ
1923	ತಮಟೆ
1924	ಹಾಕೊಂಡು
1925	ಬಾರ್್ಸು
1926	.
1927	ಆಗ
1928	ನಿನ್ನ
1929	ಕಡೀಕ್ಕೆ
1930	ಬತ್ತಾರೆ
1931	ಜನಯೆಲ್ಲ
1932	?
1933	ಆ
1934	ಬಡ್ಡೀ
1935	ಮಕ್ಕಳು
1936	ಚಾಪೆ
1937	ಕೆಳಗೆ
1938	ನುಸ್್ದರೆ
1939	ನಾವು
1940	ರಂಗಲಿ
1941	ಕೆಳ್್ಗೆ
1942	ನುಸೀಬೇಕು
1943	.
1944	ಗೊತ್ತಾ
1945	?
1946	ಹಿಂಗೆ
1947	ಮಾಡ್್ನಿಲ
1948	ಅಂದ್್ರೆ
1949	ಆ
1950	ಸಾನುಭೋಗ
1951	,
1952	ಸಂಕ್ರಯ್ಯ
1953	,
1954	ದುರುಗ
1955	ಎಲ್ಲ
1956	ಹರ್್ಕೊಂಡು
1957	ತಿಂದ್್ಬುಡ್್ತಾರೆ
1958	ಗೊತ್ತಾ
1959	?
1960	ಗಂಟಲು
1961	ಎತ್ತರಿಸಿ
1962	ಅಂದ
1963	.
1964	ಕಸ್ತೂರಿಯ
1965	ಕರಿತೊಡೆ
1966	ನೆಕ್ಕಿ
1967	,
1968	ಮೂಸಿದ
1969	ನಾಯಿ
1970	ಮಹಾಪಾಪ
1971	ಮಾಡಿದಂಗೆ
1972	ಕುಯ್್ಗರಿಯುತಾ
1973	ಆಚೆ
1974	ಓಡಿತು
1975	.
1976	ಲಚುಮೇಗೌಡ
1977	"
1978	"
1979	ಓಹೋ
1980	!
1981	ಕಸ್ತೂರಿ
1982	ಹಂಗೇ
1983	ನಿಂತ್್ಬುಟ್್ನಲ್್ರೋ
1984	"
1985	"
1986	ಅಂತ
1987	ರಾಗ
1988	ಇತ಼್ತ
1989	ತಿರುಗಿಸಿದ
1990	.
1991	ಮೋಟಪ್ಪನೋರು
1992	"
1993	"
1994	ಅಯ್ಯೊ
1995	ಹಾಳ್್
1996	ಮರ್್ವೇ
1997	?
1998	ಈ
1999	ಪುರುಸಪ
2000	,
2001	ಮೊಗಣ್ಣ
2002	,
2003	ನರಸ
2004	ಎಲ್ಲ
2005	ಸೇರಿಕೊಂಡುಬುಟ್್ರೆ
2006	ಹಿಂಗೆಯಾ
2007	!
2008	ಹೋಗುಲಿ
2009	,
2010	ಕಸ್ತೂರಿ
2011	ನೀನಾದ್್ರೂ
2012	ಹೇಳನೇಬಾರ್್ದಾ
2013	?
2014	"
2015	"
2016	ಅಂತ
2017	ಕತ್ತಲೆಯಲಿ
2018	ನಿಂತಿದ್ದ
2019	ಕಸ್ತೂರಿಯನ್ನೇ
2020	ದೂರಿದರು
2021	.
2022	ಕಸ್ತೂರಿ
2023	ಮಾತಾಡನಿಲ
2024	.
2025	ಅವನ
2026	ಕೈಕಾಲುಗಳಿಗೆ
2027	ಸೊಳ್ಳೆ
